LocationName,Polygon,Polygon_coords,total_messages,total_devices,latency_messages,latency_devices,latency_messages_ratio,latency_device_ratio,device_ids,latency_device_ids,severity
CNSNH-DGL,"30.885846,121.856801,30.887802,121.859890,30.884169,121.864104,30.881766,121.861434,30.885846,121.856801","[[30.885846, 121.856801], [30.887802, 121.85989], [30.884169, 121.864104], [30.881766, 121.861434], [30.885846, 121.856801]]",222,10,0,0,0.0,0.0,"['A0000387', 'A0001029', 'A0001759', 'A0002332', 'A0002388', 'A0003412', 'A0004233', 'A0004644', 'A0005068', 'A0005682']",,0.0
CNSNH-DGR,"30.885779,121.856482,30.878690,121.864547,30.877319,121.862014,30.883840,121.854378,30.885779,121.856482","[[30.885779, 121.856482], [30.87869, 121.864547], [30.877319, 121.862014], [30.88384, 121.854378], [30.885779, 121.856482]]",1196,29,11,1,0.9,3.4,"['A0000387', 'A0001000', 'A0001180', 'A0001554', 'A0001759', 'A0002133', 'A0002236', 'A0002627', 'A0002704', 'A0002723', 'A0002964', 'A0003184', 'A0003263', 'A0003309', 'A0003405', 'A0003412', 'A0003708', 'A0003813', 'A0003896', 'A0004160', 'A0004498', 'A0004784', 'A0004867', 'A0005068', 'A0005381', 'A0005448', 'A0005481', 'A0005613', 'A0005682']",['A0003412'],1.4
CNSNH-DH2,"31.362956,121.539740,31.361594,121.539666,31.361601,121.545149,31.363026,121.547985,31.364339,121.546900,31.362289,121.541927,31.363061,121.541409,31.362956,121.539740","[[31.362956, 121.53974], [31.361594, 121.539666], [31.361601, 121.545149], [31.363026, 121.547985], [31.364339, 121.5469], [31.362289, 121.541927], [31.363061, 121.541409], [31.362956, 121.53974]]",0,0,0,0,0.0,0.0,,,-0.0
CNSNH-DH2*,"31.310465,121.670294,31.307459,121.671956,31.307058,121.670634,31.309766,121.668802,31.310465,121.670294","[[31.310465, 121.670294], [31.307459, 121.671956], [31.307058, 121.670634], [31.309766, 121.668802], [31.310465, 121.670294]]",210,5,32,1,15.2,20.0,"['A0000625', 'A0002306', 'A0003881', 'A0005381', 'A0005540']",['A0002306'],7.8
CNSNH-DH3,"30.860284,121.806310,30.860352,121.808323,30.856520,121.808323,30.856948,121.806410,30.857033,121.806250,30.860284,121.806310","[[30.860284, 121.80631], [30.860352, 121.808323], [30.85652, 121.808323], [30.856948, 121.80641], [30.857033, 121.80625], [30.860284, 121.80631]]",270,10,0,0,0.0,0.0,"['A0002636', 'A0002698', 'A0003158', 'A0003370', 'A0004003', 'A0004233', 'A0004363', 'A0004644', 'A0005032', 'A0006565']",,0.0
CNSNH-DJP,"30.655473,121.182093,30.656566,121.187427,30.651977,121.189685,30.650132,121.185085,30.655473,121.182093","[[30.655473, 121.182093], [30.656566, 121.187427], [30.651977, 121.189685], [30.650132, 121.185085], [30.655473, 121.182093]]",3,1,0,0,0.0,0.0,['A0001431'],,0.0
CNSNH-DW1,"33.323477,120.262119,33.325560,120.265658,33.325880,120.265623,33.326128,120.266477,33.325734,120.266791,33.325589,120.266895,33.325793,120.267105,33.324962,120.267750,33.324467,120.266756,33.323710,120.267314,33.321510,120.263653,33.323477,120.262119","[[33.323477, 120.262119], [33.32556, 120.265658], [33.32588, 120.265623], [33.326128, 120.266477], [33.325734, 120.266791], [33.325589, 120.266895], [33.325793, 120.267105], [33.324962, 120.26775], [33.324467, 120.266756], [33.32371, 120.267314], [33.32151, 120.263653], [33.323477, 120.262119]]",0,0,0,0,0.0,0.0,,,-0.0
CNSNH-TED,"31.340542,121.643007,31.333924,121.654995,31.324058,121.647539,31.331052,121.636721,31.340542,121.643007","[[31.340542, 121.643007], [31.333924, 121.654995], [31.324058, 121.647539], [31.331052, 121.636721], [31.340542, 121.643007]]",730,24,144,11,19.7,45.8,"['A0000507', 'A0000521', 'A0000774', 'A0001350', 'A0001511', 'A0001950', 'A0002284', 'A0002352', 'A0002662', 'A0002697', 'A0002787', 'A0003337', 'A0003457', 'A0003498', 'A0004200', 'A0004301', 'A0004329', 'A0004453', 'A0004857', 'A0005356', 'A0005511', 'A0005699', 'A0005717', 'A0006407']","['A0000521', 'A0000774', 'A0001350', 'A0002284', 'A0002662', 'A0003337', 'A0004200', 'A0004857', 'A0005356', 'A0005699', 'A0005717']",20.4
CNSNH-TGD,"30.621179,122.086175,30.616870,122.091141,30.611436,122.094051,30.606663,122.089912,30.604856,122.088162,30.609067,122.081697,30.618555,122.066296,30.623918,122.071135,30.621179,122.086175","[[30.621179, 122.086175], [30.61687, 122.091141], [30.611436, 122.094051], [30.606663, 122.089912], [30.604856, 122.088162], [30.609067, 122.081697], [30.618555, 122.066296], [30.623918, 122.071135], [30.621179, 122.086175]]",1444,56,138,16,9.6,28.6,"['A0000387', 'A0000432', 'A0000585', 'A0000633', 'A0000664', 'A0000718', 'A0000724', 'A0000972', 'A0001000', 'A0001022', 'A0001384', 'A0001615', 'A0002332', 'A0002614', 'A0002627', 'A0002636', 'A0002698', 'A0002704', 'A0002723', 'A0002906', 'A0003031', 'A0003158', 'A0003184', 'A0003263', 'A0003309', 'A0003370', 'A0003405', 'A0003560', 'A0003609', 'A0003688', 'A0003717', 'A0003813', 'A0004003', 'A0004085', 'A0004116', 'A0004233', 'A0004301', 'A0004363', 'A0004376', 'A0004498', 'A0004644', 'A0004728', 'A0004784', 'A0004810', 'A0004867', 'A0004998', 'A0005032', 'A0005192', 'A0005223', 'A0005407', 'A0005448', 'A0005481', 'A0005517', 'A0005598', 'A0005613', 'A0006565']","['A0000664', 'A0000972', 'A0001384', 'A0001615', 'A0002636', 'A0002704', 'A0003158', 'A0003309', 'A0003560', 'A0003813', 'A0004116', 'A0004363', 'A0004376', 'A0004644', 'A0004784', 'A0006565']",13.8
CNSNH-TPA,"31.370532,121.586160,31.364478,121.594289,31.360732,121.591125,31.365977,121.582442,31.370532,121.586160","[[31.370532, 121.58616], [31.364478, 121.594289], [31.360732, 121.591125], [31.365977, 121.582442], [31.370532, 121.58616]]",451,21,3,2,0.7,9.5,"['A0000725', 'A0000750', 'A0000890', 'A0001589', 'A0002482', 'A0002771', 'A0002906', 'A0003031', 'A0003501', 'A0003557', 'A0003903', 'A0003947', 'A0004040', 'A0004303', 'A0004376', 'A0005019', 'A0005135', 'A0005350', 'A0005381', 'A0005636', 'A0005745']","['A0005381', 'A0005745']",3.0
CNSNH-TSH,"30.654679,122.014623,30.659042,122.016561,30.658793,122.017793,30.658060,122.020981,30.657266,122.024821,30.656191,122.029930,30.655240,122.033444,30.653292,122.035490,30.652155,122.036215,30.649802,122.034476,30.651749,122.026452,30.654679,122.014623","[[30.654679, 122.014623], [30.659042, 122.016561], [30.658793, 122.017793], [30.65806, 122.020981], [30.657266, 122.024821], [30.656191, 122.02993], [30.65524, 122.033444], [30.653292, 122.03549], [30.652155, 122.036215], [30.649802, 122.034476], [30.651749, 122.026452], [30.654679, 122.014623]]",212,9,12,2,5.7,22.2,"['A0001489', 'A0001554', 'A0002133', 'A0002388', 'A0003184', 'A0003827', 'A0005068', 'A0005692', 'A0005745']","['A0002133', 'A0003184']",6.7
CNSNH-TWB,"31.367040,121.565896,31.362119,121.577778,31.366660,121.581400,31.366828,121.582331,31.368840,121.583708,31.368998,121.583089,31.372872,121.586103,31.378278,121.572940,31.367040,121.565896","[[31.36704, 121.565896], [31.362119, 121.577778], [31.36666, 121.5814], [31.366828, 121.582331], [31.36884, 121.583708], [31.368998, 121.583089], [31.372872, 121.586103], [31.378278, 121.57294], [31.36704, 121.565896]]",6052,199,1456,103,24.1,51.8,"['A0000333', 'A0000354', 'A0000404', 'A0000512', 'A0000548', 'A0000564', 'A0000640', 'A0000670', 'A0000709', 'A0000718', 'A0000739', 'A0000761', 'A0000770', 'A0000773', 'A0000791', 'A0000895', 'A0000974', 'A0001029', 'A0001063', 'A0001080', 'A0001090', 'A0001177', 'A0001202', 'A0001248', 'A0001379', 'A0001431', 'A0001437', 'A0001489', 'A0001519', 'A0001556', 'A0001589', 'A0001604', 'A0001615', 'A0001664', 'A0001699', 'A0001712', 'A0001757', 'A0001814', 'A0001872', 'A0001892', 'A0001952', 'A0001965', 'A0001975', 'A0002029', 'A0002139', 'A0002159', 'A0002173', 'A0002249', 'A0002251', 'A0002284', 'A0002291', 'A0002306', 'A0002308', 'A0002378', 'A0002393', 'A0002426', 'A0002455', 'A0002480', 'A0002482', 'A0002488', 'A0002496', 'A0002510', 'A0002529', 'A0002554', 'A0002558', 'A0002614', 'A0002629', 'A0002648', 'A0002656', 'A0002675', 'A0002697', 'A0002711', 'A0002758', 'A0002768', 'A0002774', 'A0002781', 'A0002796', 'A0002814', 'A0002815', 'A0002878', 'A0002880', 'A0002923', 'A0002979', 'A0002995', 'A0003003', 'A0003016', 'A0003062', 'A0003077', 'A0003120', 'A0003121', 'A0003129', 'A0003200', 'A0003202', 'A0003209', 'A0003224', 'A0003256', 'A0003262', 'A0003264', 'A0003298', 'A0003303', 'A0003307', 'A0003335', 'A0003373', 'A0003378', 'A0003390', 'A0003396', 'A0003401', 'A0003450', 'A0003507', 'A0003522', 'A0003523', 'A0003557', 'A0003565', 'A0003588', 'A0003606', 'A0003708', 'A0003711', 'A0003751', 'A0003764', 'A0003805', 'A0003806', 'A0003872', 'A0003881', 'A0003898', 'A0003914', 'A0003934', 'A0003947', 'A0003965', 'A0004083', 'A0004102', 'A0004141', 'A0004156', 'A0004160', 'A0004163', 'A0004185', 'A0004191', 'A0004200', 'A0004201', 'A0004221', 'A0004304', 'A0004337', 'A0004357', 'A0004373', 'A0004376', 'A0004390', 'A0004411', 'A0004436', 'A0004443', 'A0004475', 'A0004477', 'A0004492', 'A0004568', 'A0004581', 'A0004629', 'A0004640', 'A0004690', 'A0004712', 'A0004737', 'A0004774', 'A0004777', 'A0004809', 'A0004825', 'A0004877', 'A0004905', 'A0004913', 'A0004917', 'A0004925', 'A0005024', 'A0005045', 'A0005068', 'A0005078', 'A0005105', 'A0005172', 'A0005186', 'A0005193', 'A0005218', 'A0005262', 'A0005270', 'A0005294', 'A0005323', 'A0005327', 'A0005331', 'A0005395', 'A0005398', 'A0005427', 'A0005495', 'A0005535', 'A0005540', 'A0005598', 'A0005623', 'A0005625', 'A0005632', 'A0005654', 'A0005673', 'A0005749', 'A0005793', 'A0006284', 'A0006565', 'A0006644']","['A0000333', 'A0000354', 'A0000404', 'A0000640', 'A0000709', 'A0000718', 'A0000773', 'A0000895', 'A0000974', 'A0001080', 'A0001090', 'A0001177', 'A0001248', 'A0001489', 'A0001556', 'A0001615', 'A0001699', 'A0001712', 'A0001757', 'A0001872', 'A0001892', 'A0001965', 'A0001975', 'A0002139', 'A0002159', 'A0002173', 'A0002249', 'A0002284', 'A0002291', 'A0002306', 'A0002308', 'A0002378', 'A0002393', 'A0002488', 'A0002510', 'A0002614', 'A0002656', 'A0002758', 'A0002768', 'A0002774', 'A0002814', 'A0002815', 'A0002878', 'A0003200', 'A0003202', 'A0003224', 'A0003262', 'A0003264', 'A0003298', 'A0003335', 'A0003373', 'A0003378', 'A0003390', 'A0003396', 'A0003450', 'A0003507', 'A0003557', 'A0003588', 'A0003606', 'A0003708', 'A0003751', 'A0003764', 'A0003881', 'A0003914', 'A0004102', 'A0004163', 'A0004185', 'A0004191', 'A0004221', 'A0004376', 'A0004390', 'A0004411', 'A0004477', 'A0004492', 'A0004581', 'A0004629', 'A0004640', 'A0004690', 'A0004712', 'A0004737', 'A0004774', 'A0004877', 'A0004913', 'A0004925', 'A0005045', 'A0005068', 'A0005078', 'A0005172', 'A0005262', 'A0005270', 'A0005294', 'A0005327', 'A0005331', 'A0005395', 'A0005427', 'A0005535', 'A0005540', 'A0005632', 'A0005654', 'A0005749', 'A0005793', 'A0006284', 'A0006644']",33.9
CNSNH-TWE,"31.324149,121.648504,31.336878,121.658233,31.311659,121.699485,31.299154,121.689392,31.324149,121.648504","[[31.324149, 121.648504], [31.336878, 121.658233], [31.311659, 121.699485], [31.299154, 121.689392], [31.324149, 121.648504]]",1613,71,287,29,17.8,40.8,"['A0000585', 'A0000635', 'A0000770', 'A0000773', 'A0000779', 'A0001061', 'A0001076', 'A0001438', 'A0001535', 'A0001538', 'A0001631', 'A0001805', 'A0001860', 'A0001864', 'A0001949', 'A0001992', 'A0002125', 'A0002236', 'A0002251', 'A0002268', 'A0002279', 'A0002289', 'A0002308', 'A0002311', 'A0002352', 'A0002634', 'A0002656', 'A0002729', 'A0002758', 'A0002796', 'A0002810', 'A0002979', 'A0003008', 'A0003125', 'A0003205', 'A0003318', 'A0003401', 'A0003517', 'A0003550', 'A0003565', 'A0003609', 'A0003650', 'A0003749', 'A0003806', 'A0003903', 'A0003973', 'A0003990', 'A0004013', 'A0004040', 'A0004072', 'A0004083', 'A0004089', 'A0004337', 'A0004338', 'A0004390', 'A0004423', 'A0004521', 'A0004541', 'A0004748', 'A0004989', 'A0005024', 'A0005214', 'A0005270', 'A0005353', 'A0005401', 'A0005495', 'A0005740', 'A0005749', 'A0005763', 'A0006011', 'A0006284']","['A0000770', 'A0000773', 'A0001631', 'A0001864', 'A0001992', 'A0002125', 'A0002634', 'A0002729', 'A0003008', 'A0003401', 'A0003517', 'A0003550', 'A0003650', 'A0003806', 'A0003903', 'A0003990', 'A0004072', 'A0004089', 'A0004338', 'A0004390', 'A0004423', 'A0004541', 'A0004748', 'A0005214', 'A0005270', 'A0005495', 'A0005763', 'A0006011', 'A0006284']",21.7
CNSNH-TYS,"30.625830,122.054967,30.629828,122.059321,30.628129,122.064775,30.626439,122.066829,30.621121,122.060499,30.625830,122.054967","[[30.62583, 122.054967], [30.629828, 122.059321], [30.628129, 122.064775], [30.626439, 122.066829], [30.621121, 122.060499], [30.62583, 122.054967]]",1282,101,82,20,6.4,19.8,"['A0000051', 'A0000382', 'A0000387', 'A0000422', 'A0000432', 'A0000473', 'A0000522', 'A0000567', 'A0000589', 'A0000625', 'A0000732', 'A0000774', 'A0001143', 'A0001165', 'A0001169', 'A0001190', 'A0001203', 'A0001316', 'A0001350', 'A0001404', 'A0001759', 'A0001840', 'A0001860', 'A0001950', 'A0002016', 'A0002020', 'A0002213', 'A0002292', 'A0002329', 'A0002332', 'A0002366', 'A0002465', 'A0002480', 'A0002636', 'A0002815', 'A0002846', 'A0002910', 'A0002940', 'A0002964', 'A0002988', 'A0003016', 'A0003037', 'A0003072', 'A0003093', 'A0003173', 'A0003199', 'A0003235', 'A0003317', 'A0003319', 'A0003359', 'A0003412', 'A0003560', 'A0003588', 'A0003607', 'A0003650', 'A0003708', 'A0003733', 'A0003809', 'A0003853', 'A0003897', 'A0003934', 'A0003948', 'A0003966', 'A0003986', 'A0004007', 'A0004073', 'A0004119', 'A0004140', 'A0004233', 'A0004251', 'A0004260', 'A0004365', 'A0004393', 'A0004513', 'A0004644', 'A0004661', 'A0004893', 'A0004917', 'A0004924', 'A0004939', 'A0004991', 'A0005008', 'A0005014', 'A0005016', 'A0005077', 'A0005089', 'A0005190', 'A0005329', 'A0005353', 'A0005422', 'A0005481', 'A0005519', 'A0005538', 'A0005540', 'A0005572', 'A0005578', 'A0005623', 'A0005661', 'A0005673', 'A0005682', 'A0005763']","['A0000051', 'A0000422', 'A0001190', 'A0001203', 'A0001950', 'A0002213', 'A0002329', 'A0002480', 'A0002815', 'A0003016', 'A0003173', 'A0003317', 'A0003412', 'A0003607', 'A0003809', 'A0003986', 'A0005008', 'A0005353', 'A0005519', 'A0005673']",9.8
CNSUQ-TST,"33.852485,118.353949,33.848918,118.360669,33.848121,118.363700,33.844093,118.363650,33.851142,118.350110,33.852485,118.353949","[[33.852485, 118.353949], [33.848918, 118.360669], [33.848121, 118.3637], [33.844093, 118.36365], [33.851142, 118.35011], [33.852485, 118.353949]]",0,0,0,0,0.0,0.0,,,-0.0
CNTAG-TCC,"31.636757,121.228048,31.633148,121.232001,31.628498,121.226174,31.631725,121.221915,31.636757,121.228048","[[31.636757, 121.228048], [31.633148, 121.232001], [31.628498, 121.226174], [31.631725, 121.221915], [31.636757, 121.228048]]",16,2,0,0,0.0,0.0,"['A0003252', 'A0005776']",,0.0
CNTZO-DTG,"32.241838,119.896905,32.239541,119.897591,32.239313,119.896453,32.240258,119.895470,32.241838,119.896905","[[32.241838, 119.896905], [32.239541, 119.897591], [32.239313, 119.896453], [32.240258, 119.89547], [32.241838, 119.896905]]",0,0,0,0,0.0,0.0,,,-0.0
CNTZO-TTZ,"32.238182,119.892495,32.239279,119.897562,32.237409,119.898134,32.235915,119.893139,32.238182,119.892495","[[32.238182, 119.892495], [32.239279, 119.897562], [32.237409, 119.898134], [32.235915, 119.893139], [32.238182, 119.892495]]",0,0,0,0,0.0,0.0,,,-0.0
